PRODUCT_NR;PRODUCT_NAME;NET_PRICE;PROD_CLASS_CODE;SOURCING_PROD_CAT_NR;SALE_PROD_CAT_NR;EXTRACT_DATE
P00296424;"Smith Safety Gear Leopard Elbow Pads";47.95;PC5;72;72;"2022-11-14 00:00:00.000000"
P00296424;"Smith Safety Gear Leopard Elbow Pads";47.95;PC5;72;72;"2022-11-15 00:00:00.000000"
P00296424;"Smith Safety Gear Leopard Elbow Pads";47.95;PC5;72;72;"2022-11-21 00:00:00.000000"
P00296424;"Smith Safety Gear Leopard Elbow Pads";47.95;PC5;72;72;"2022-11-24 00:00:00.000000"
P00296424;"Smith Safety Gear Leopard Elbow Pads";47.95;PC5;72;72;"2022-11-27 00:00:00.000000"
P00296425;"Pitsco Balsa Wood Mousetrap Vehicle Kit (For 30 Students)";335;PC2;67;67;"2022-11-11 00:00:00.000000"
P00296425;"Pitsco Balsa Wood Mousetrap Vehicle Kit (For 30 Students)";335;PC2;67;67;"2022-11-18 00:00:00.000000"
P00296425;"Pitsco Balsa Wood Mousetrap Vehicle Kit (For 30 Students)";335;PC2;67;67;"2022-11-16 00:00:00.000000"
P00296425;"Pitsco Balsa Wood Mousetrap Vehicle Kit (For 30 Students)";335;PC2;67;67;"2022-11-25 00:00:00.000000"
P00296426;"Banpresto 39033/ 10222 Dragon Ball Super Movie Choukokubuyuuden - Super Saiyan God Vegeta Figure";30.09;PC9;113;113;"2022-11-09 00:00:00.000000"
P00296426;"Banpresto 39033/ 10222 Dragon Ball Super Movie Choukokubuyuuden - Super Saiyan God Vegeta Figure";30.09;PC9;113;113;"2022-11-12 00:00:00.000000"
P00296426;"Banpresto 39033/ 10222 Dragon Ball Super Movie Choukokubuyuuden - Super Saiyan God Vegeta Figure";30.09;PC9;113;113;"2022-11-22 00:00:00.000000"
P00296426;"Banpresto 39033/ 10222 Dragon Ball Super Movie Choukokubuyuuden - Super Saiyan God Vegeta Figure";30.09;PC9;113;113;"2022-11-15 00:00:00.000000"
P00296426;"Banpresto 39033/ 10222 Dragon Ball Super Movie Choukokubuyuuden - Super Saiyan God Vegeta Figure";30.09;PC9;113;113;"2022-11-25 00:00:00.000000"
P00296427;"Runewars: Essentials Pack";9.99;PC6;33;33;"2022-11-16 00:00:00.000000"
P00296427;"Runewars: Essentials Pack";9.99;PC6;33;33;"2022-11-13 00:00:00.000000"
P00296427;"Runewars: Essentials Pack";9.99;PC6;33;33;"2022-11-19 00:00:00.000000"
P00296428;"Mattel Games 30188 Magic 8 Ball";13.42;PC3;64;64;"2022-11-10 00:00:00.000000"
P00296427;"Runewars: Essentials Pack";9.99;PC6;33;33;"2022-11-22 00:00:00.000000"
P00296428;"Mattel Games 30188 Magic 8 Ball";13.42;PC3;64;64;"2022-11-13 00:00:00.000000"
P00296428;"Mattel Games 30188 Magic 8 Ball";13.42;PC3;64;64;"2022-11-23 00:00:00.000000"
P00296428;"Mattel Games 30188 Magic 8 Ball";13.42;PC3;64;64;"2022-11-20 00:00:00.000000"
P00296428;"Mattel Games 30188 Magic 8 Ball";13.42;PC3;64;64;"2022-11-26 00:00:00.000000"
P00296429;"Elenco Strandbeest Model Kit";32.28;PC10;41;41;"2022-11-11 00:00:00.000000"
P00296429;"Elenco Strandbeest Model Kit";32.28;PC10;41;41;"2022-11-16 00:00:00.000000"
P00296429;"Elenco Strandbeest Model Kit";32.28;PC10;41;41;"2022-11-21 00:00:00.000000"
P00296429;"Elenco Strandbeest Model Kit";32.28;PC10;41;41;"2022-11-22 00:00:00.000000"
P00296429;"Elenco Strandbeest Model Kit";32.28;PC10;41;41;"2022-11-27 00:00:00.000000"
P00296430;"Galison Rainbow Flowers Puzzle, 500 Pieces, 20”x20” – Features an Array of Flowers and Petals in a Mesmerizing Rainbow of Color – Challenging, Perfect for Family Fun";13.99;PC7;92;92;"2022-11-12 00:00:00.000000"
P00296430;"Galison Rainbow Flowers Puzzle, 500 Pieces, 20”x20” – Features an Array of Flowers and Petals in a Mesmerizing Rainbow of Color – Challenging, Perfect for Family Fun";13.99;PC7;92;92;"2022-11-13 00:00:00.000000"
P00296430;"Galison Rainbow Flowers Puzzle, 500 Pieces, 20”x20” – Features an Array of Flowers and Petals in a Mesmerizing Rainbow of Color – Challenging, Perfect for Family Fun";13.99;PC7;92;92;"2022-11-18 00:00:00.000000"
P00296430;"Galison Rainbow Flowers Puzzle, 500 Pieces, 20”x20” – Features an Array of Flowers and Petals in a Mesmerizing Rainbow of Color – Challenging, Perfect for Family Fun";13.99;PC7;92;92;"2022-11-23 00:00:00.000000"
P00296431;"The Kids Room by Stupell You are Our Greatest Adventure Art Wall Plaque, Blue/Green, 11 x 0.5 x 15, Proudly Made in USA";23.56;PC4;66;66;"2022-11-09 00:00:00.000000"
P00296431;"The Kids Room by Stupell You are Our Greatest Adventure Art Wall Plaque, Blue/Green, 11 x 0.5 x 15, Proudly Made in USA";23.56;PC4;66;66;"2022-11-14 00:00:00.000000"
P00296431;"The Kids Room by Stupell You are Our Greatest Adventure Art Wall Plaque, Blue/Green, 11 x 0.5 x 15, Proudly Made in USA";23.56;PC4;66;66;"2022-11-19 00:00:00.000000"
P00296431;"The Kids Room by Stupell You are Our Greatest Adventure Art Wall Plaque, Blue/Green, 11 x 0.5 x 15, Proudly Made in USA";23.56;PC4;66;66;"2022-11-20 00:00:00.000000"
P00296431;"The Kids Room by Stupell You are Our Greatest Adventure Art Wall Plaque, Blue/Green, 11 x 0.5 x 15, Proudly Made in USA";23.56;PC4;66;66;"2022-11-25 00:00:00.000000"
P00296432;"PARADISE Good Times Roll Kicktail Complete Longboard";111.77;PC1;72;72;"2022-11-10 00:00:00.000000"
P00296432;"PARADISE Good Times Roll Kicktail Complete Longboard";111.77;PC1;72;72;"2022-11-11 00:00:00.000000"
P00296432;"PARADISE Good Times Roll Kicktail Complete Longboard";111.77;PC1;72;72;"2022-11-16 00:00:00.000000"
P00296432;"PARADISE Good Times Roll Kicktail Complete Longboard";111.77;PC1;72;72;"2022-11-21 00:00:00.000000"
P00296432;"PARADISE Good Times Roll Kicktail Complete Longboard";111.77;PC1;72;72;"2022-11-26 00:00:00.000000"
P00296432;"PARADISE Good Times Roll Kicktail Complete Longboard";111.77;PC1;72;72;"2022-11-27 00:00:00.000000"
P00296433;"ST Racing Concepts Upgrade Parts RC Hobby, Black/Orange";17.97;PC8;41;41;"2022-11-13 00:00:00.000000"
P00296433;"ST Racing Concepts Upgrade Parts RC Hobby, Black/Orange";17.97;PC8;41;41;"2022-11-18 00:00:00.000000"
P00296433;"ST Racing Concepts Upgrade Parts RC Hobby, Black/Orange";17.97;PC8;41;41;"2022-11-20 00:00:00.000000"
P00296433;"ST Racing Concepts Upgrade Parts RC Hobby, Black/Orange";17.97;PC8;41;41;"2022-11-27 00:00:00.000000"
P00296434;"6 Piece Tegu Travel Pal Magnetic Wooden Block Set, Jet Plane";20.83;PC5;11;11;"2022-11-09 00:00:00.000000"
P00296434;"6 Piece Tegu Travel Pal Magnetic Wooden Block Set, Jet Plane";20.83;PC5;11;11;"2022-11-14 00:00:00.000000"
P00296434;"6 Piece Tegu Travel Pal Magnetic Wooden Block Set, Jet Plane";20.83;PC5;11;11;"2022-11-15 00:00:00.000000"
P00296434;"6 Piece Tegu Travel Pal Magnetic Wooden Block Set, Jet Plane";20.83;PC5;11;11;"2022-11-21 00:00:00.000000"
P00296434;"6 Piece Tegu Travel Pal Magnetic Wooden Block Set, Jet Plane";20.83;PC5;11;11;"2022-11-24 00:00:00.000000"
P00296434;"6 Piece Tegu Travel Pal Magnetic Wooden Block Set, Jet Plane";20.83;PC5;11;11;"2022-11-27 00:00:00.000000"
P00296435;"Postage Stamp PS5359-2 Republic P-47 Thunderbolt Big Stud 1:100 Scale";17.76;PC2;41;41;"2022-11-16 00:00:00.000000"
P00296435;"Postage Stamp PS5359-2 Republic P-47 Thunderbolt Big Stud 1:100 Scale";17.76;PC2;41;41;"2022-11-11 00:00:00.000000"
P00296435;"Postage Stamp PS5359-2 Republic P-47 Thunderbolt Big Stud 1:100 Scale";17.76;PC2;41;41;"2022-11-18 00:00:00.000000"
P00296435;"Postage Stamp PS5359-2 Republic P-47 Thunderbolt Big Stud 1:100 Scale";17.76;PC2;41;41;"2022-11-25 00:00:00.000000"
P00296436;"Team Associated 9739 Slipper Spring B44";6.47;PC9;41;41;"2022-11-09 00:00:00.000000"
P00296436;"Team Associated 9739 Slipper Spring B44";6.47;PC9;41;41;"2022-11-12 00:00:00.000000"
P00296436;"Team Associated 9739 Slipper Spring B44";6.47;PC9;41;41;"2022-11-15 00:00:00.000000"
P00296436;"Team Associated 9739 Slipper Spring B44";6.47;PC9;41;41;"2022-11-22 00:00:00.000000"
P00296436;"Team Associated 9739 Slipper Spring B44";6.47;PC9;41;41;"2022-11-25 00:00:00.000000"
P00296437;"Rainbow Party Plastic Tablecloth, 84"" x 54""";4.4;PC6;25;25;"2022-11-13 00:00:00.000000"
P00296437;"Rainbow Party Plastic Tablecloth, 84"" x 54""";4.4;PC6;25;25;"2022-11-16 00:00:00.000000"
P00296437;"Rainbow Party Plastic Tablecloth, 84"" x 54""";4.4;PC6;25;25;"2022-11-19 00:00:00.000000"
P00296437;"Rainbow Party Plastic Tablecloth, 84"" x 54""";4.4;PC6;25;25;"2022-11-22 00:00:00.000000"
P00296438;"Everything Kids Pink & Mint Llama 4Piece Toddler Bed Set - Comforter, Fitted Bottom Sheet, Flat Top Sheet, Reversible Pillowcase, Pink, Mint, Navy, Raspberry";47.81;PC3;8;8;"2022-11-10 00:00:00.000000"
P00296438;"Everything Kids Pink & Mint Llama 4Piece Toddler Bed Set - Comforter, Fitted Bottom Sheet, Flat Top Sheet, Reversible Pillowcase, Pink, Mint, Navy, Raspberry";47.81;PC3;8;8;"2022-11-13 00:00:00.000000"
P00296438;"Everything Kids Pink & Mint Llama 4Piece Toddler Bed Set - Comforter, Fitted Bottom Sheet, Flat Top Sheet, Reversible Pillowcase, Pink, Mint, Navy, Raspberry";47.81;PC3;8;8;"2022-11-20 00:00:00.000000"
P00296438;"Everything Kids Pink & Mint Llama 4Piece Toddler Bed Set - Comforter, Fitted Bottom Sheet, Flat Top Sheet, Reversible Pillowcase, Pink, Mint, Navy, Raspberry";47.81;PC3;8;8;"2022-11-23 00:00:00.000000"
P00296438;"Everything Kids Pink & Mint Llama 4Piece Toddler Bed Set - Comforter, Fitted Bottom Sheet, Flat Top Sheet, Reversible Pillowcase, Pink, Mint, Navy, Raspberry";47.81;PC3;8;8;"2022-11-26 00:00:00.000000"
P00296439;"Beistle CN145 Princess Confetti";5.61;PC10;25;25;"2022-11-11 00:00:00.000000"
P00296439;"Beistle CN145 Princess Confetti";5.61;PC10;25;25;"2022-11-16 00:00:00.000000"
P00296439;"Beistle CN145 Princess Confetti";5.61;PC10;25;25;"2022-11-21 00:00:00.000000"
P00296439;"Beistle CN145 Princess Confetti";5.61;PC10;25;25;"2022-11-22 00:00:00.000000"
P00296439;"Beistle CN145 Princess Confetti";5.61;PC10;25;25;"2022-11-27 00:00:00.000000"
P00296440;"ioHOMES Kiddy Contemporary Microfiber Upholstered Creature Foldable Frog Lounge Chair with Doubles As Booster Seat, Green";57.94;PC7;32;32;"2022-11-12 00:00:00.000000"
P00296440;"ioHOMES Kiddy Contemporary Microfiber Upholstered Creature Foldable Frog Lounge Chair with Doubles As Booster Seat, Green";57.94;PC7;32;32;"2022-11-13 00:00:00.000000"
P00296440;"ioHOMES Kiddy Contemporary Microfiber Upholstered Creature Foldable Frog Lounge Chair with Doubles As Booster Seat, Green";57.94;PC7;32;32;"2022-11-18 00:00:00.000000"
P00296440;"ioHOMES Kiddy Contemporary Microfiber Upholstered Creature Foldable Frog Lounge Chair with Doubles As Booster Seat, Green";57.94;PC7;32;32;"2022-11-23 00:00:00.000000"
P00296441;"Sweet Jojo Designs Baby Children Kids Clothes Laundry Hamper for Turquoise and Coral Emma Bedding Set";39.99;PC4;66;66;"2022-11-09 00:00:00.000000"
P00296441;"Sweet Jojo Designs Baby Children Kids Clothes Laundry Hamper for Turquoise and Coral Emma Bedding Set";39.99;PC4;66;66;"2022-11-14 00:00:00.000000"
P00296441;"Sweet Jojo Designs Baby Children Kids Clothes Laundry Hamper for Turquoise and Coral Emma Bedding Set";39.99;PC4;66;66;"2022-11-19 00:00:00.000000"
P00296441;"Sweet Jojo Designs Baby Children Kids Clothes Laundry Hamper for Turquoise and Coral Emma Bedding Set";39.99;PC4;66;66;"2022-11-20 00:00:00.000000"
P00296441;"Sweet Jojo Designs Baby Children Kids Clothes Laundry Hamper for Turquoise and Coral Emma Bedding Set";39.99;PC4;66;66;"2022-11-25 00:00:00.000000"
P00296442;"MightySkins Skin Compatible with Razor Hovertrax 2.0 Hover Board - Watercolor Blue | Protective, Durable, and Unique Vinyl wrap Cover | Easy to Apply, Remove, and Change Styles | Made in The USA";16.99;PC1;72;72;"2022-11-10 00:00:00.000000"
P00296442;"MightySkins Skin Compatible with Razor Hovertrax 2.0 Hover Board - Watercolor Blue | Protective, Durable, and Unique Vinyl wrap Cover | Easy to Apply, Remove, and Change Styles | Made in The USA";16.99;PC1;72;72;"2022-11-11 00:00:00.000000"
P00296442;"MightySkins Skin Compatible with Razor Hovertrax 2.0 Hover Board - Watercolor Blue | Protective, Durable, and Unique Vinyl wrap Cover | Easy to Apply, Remove, and Change Styles | Made in The USA";16.99;PC1;72;72;"2022-11-16 00:00:00.000000"
P00296442;"MightySkins Skin Compatible with Razor Hovertrax 2.0 Hover Board - Watercolor Blue | Protective, Durable, and Unique Vinyl wrap Cover | Easy to Apply, Remove, and Change Styles | Made in The USA";16.99;PC1;72;72;"2022-11-21 00:00:00.000000"
P00296442;"MightySkins Skin Compatible with Razor Hovertrax 2.0 Hover Board - Watercolor Blue | Protective, Durable, and Unique Vinyl wrap Cover | Easy to Apply, Remove, and Change Styles | Made in The USA";16.99;PC1;72;72;"2022-11-26 00:00:00.000000"
P00296442;"MightySkins Skin Compatible with Razor Hovertrax 2.0 Hover Board - Watercolor Blue | Protective, Durable, and Unique Vinyl wrap Cover | Easy to Apply, Remove, and Change Styles | Made in The USA";16.99;PC1;72;72;"2022-11-27 00:00:00.000000"
P00296443;"Abilitations Tactile Step-N-Stones Walk-On Domes - Set of 6 - 6 Colors - 009097";56.02;PC8;64;64;"2022-11-13 00:00:00.000000"
P00296443;"Abilitations Tactile Step-N-Stones Walk-On Domes - Set of 6 - 6 Colors - 009097";56.02;PC8;64;64;"2022-11-18 00:00:00.000000"
P00296443;"Abilitations Tactile Step-N-Stones Walk-On Domes - Set of 6 - 6 Colors - 009097";56.02;PC8;64;64;"2022-11-20 00:00:00.000000"
P00296443;"Abilitations Tactile Step-N-Stones Walk-On Domes - Set of 6 - 6 Colors - 009097";56.02;PC8;64;64;"2022-11-27 00:00:00.000000"
P00296444;"Triple Eight Compass Helmet";52.03;PC5;72;72;"2022-11-09 00:00:00.000000"
P00296444;"Triple Eight Compass Helmet";52.03;PC5;72;72;"2022-11-14 00:00:00.000000"
P00296444;"Triple Eight Compass Helmet";52.03;PC5;72;72;"2022-11-15 00:00:00.000000"
P00296444;"Triple Eight Compass Helmet";52.03;PC5;72;72;"2022-11-21 00:00:00.000000"
P00296444;"Triple Eight Compass Helmet";52.03;PC5;72;72;"2022-11-24 00:00:00.000000"
P00296444;"Triple Eight Compass Helmet";52.03;PC5;72;72;"2022-11-27 00:00:00.000000"
P00296445;"Jet Creations An-Gold Inflatable Gold Fish 20"" Long - Best Forparty Supplies Party Favors, Party Gifts, For Kids & Adults";15.09;PC2;77;77;"2022-11-11 00:00:00.000000"
P00296445;"Jet Creations An-Gold Inflatable Gold Fish 20"" Long - Best Forparty Supplies Party Favors, Party Gifts, For Kids & Adults";15.09;PC2;77;77;"2022-11-16 00:00:00.000000"
P00296445;"Jet Creations An-Gold Inflatable Gold Fish 20"" Long - Best Forparty Supplies Party Favors, Party Gifts, For Kids & Adults";15.09;PC2;77;77;"2022-11-18 00:00:00.000000"
P00296445;"Jet Creations An-Gold Inflatable Gold Fish 20"" Long - Best Forparty Supplies Party Favors, Party Gifts, For Kids & Adults";15.09;PC2;77;77;"2022-11-25 00:00:00.000000"
P00296446;"MightySkins Skin Compatible with DJI Mavic Air Drone - Deer Pattern | Min Coverage | Protective, Durable, and Unique Vinyl Decal wrap Cover | Easy to Apply, Remove | Made in The USA";169.97;PC9;41;41;"2022-11-09 00:00:00.000000"
P00296446;"MightySkins Skin Compatible with DJI Mavic Air Drone - Deer Pattern | Min Coverage | Protective, Durable, and Unique Vinyl Decal wrap Cover | Easy to Apply, Remove | Made in The USA";169.97;PC9;41;41;"2022-11-12 00:00:00.000000"
P00296446;"MightySkins Skin Compatible with DJI Mavic Air Drone - Deer Pattern | Min Coverage | Protective, Durable, and Unique Vinyl Decal wrap Cover | Easy to Apply, Remove | Made in The USA";169.97;PC9;41;41;"2022-11-15 00:00:00.000000"
P00296446;"MightySkins Skin Compatible with DJI Mavic Air Drone - Deer Pattern | Min Coverage | Protective, Durable, and Unique Vinyl Decal wrap Cover | Easy to Apply, Remove | Made in The USA";169.97;PC9;41;41;"2022-11-22 00:00:00.000000"
P00296446;"MightySkins Skin Compatible with DJI Mavic Air Drone - Deer Pattern | Min Coverage | Protective, Durable, and Unique Vinyl Decal wrap Cover | Easy to Apply, Remove | Made in The USA";169.97;PC9;41;41;"2022-11-25 00:00:00.000000"
P00296447;"Hashtagit! - Party Game of Tagging Photos for Ages 18 and Up";19.99;PC6;33;33;"2022-11-13 00:00:00.000000"
P00296447;"Hashtagit! - Party Game of Tagging Photos for Ages 18 and Up";19.99;PC6;33;33;"2022-11-16 00:00:00.000000"
P00296447;"Hashtagit! - Party Game of Tagging Photos for Ages 18 and Up";19.99;PC6;33;33;"2022-11-19 00:00:00.000000"
P00296447;"Hashtagit! - Party Game of Tagging Photos for Ages 18 and Up";19.99;PC6;33;33;"2022-11-22 00:00:00.000000"
P00296448;"First 4 Figures Crash Bandicoot: Aku Life Size Mask Replica";463.48;PC3;14;14;"2022-11-10 00:00:00.000000"
P00296448;"First 4 Figures Crash Bandicoot: Aku Life Size Mask Replica";463.48;PC3;14;14;"2022-11-20 00:00:00.000000"
P00296448;"First 4 Figures Crash Bandicoot: Aku Life Size Mask Replica";463.48;PC3;14;14;"2022-11-13 00:00:00.000000"
P00296448;"First 4 Figures Crash Bandicoot: Aku Life Size Mask Replica";463.48;PC3;14;14;"2022-11-23 00:00:00.000000"
P00296448;"First 4 Figures Crash Bandicoot: Aku Life Size Mask Replica";463.48;PC3;14;14;"2022-11-26 00:00:00.000000"
P00296449;"Constructive Playthings JC-55 12"" X 9"" Dressing Frames Set of 4 Featuring Zip, Snap, Lace and Button for Ages 3 Years and Up";7.75;PC10;54;54;"2022-11-11 00:00:00.000000"
P00296449;"Constructive Playthings JC-55 12"" X 9"" Dressing Frames Set of 4 Featuring Zip, Snap, Lace and Button for Ages 3 Years and Up";7.75;PC10;54;54;"2022-11-16 00:00:00.000000"
P00296645;"Edupress Common Core Task Cards, Language, Grade 6 (EP63354)";9.99;PC10;54;54;"2022-11-21 00:00:00.000000"
P00296645;"Edupress Common Core Task Cards, Language, Grade 6 (EP63354)";9.99;PC10;54;54;"2022-11-22 00:00:00.000000"
P00296645;"Edupress Common Core Task Cards, Language, Grade 6 (EP63354)";9.99;PC10;54;54;"2022-11-27 00:00:00.000000"
P00296646;"AMERICAN GREETINGS Rainbow Latex Balloons| Pack of 20 | Party Decor";10.17;PC7;100;43;"2022-11-18 00:00:00.000000"
P00296646;"AMERICAN GREETINGS Rainbow Latex Balloons| Pack of 20 | Party Decor";10.17;PC7;100;43;"2022-11-23 00:00:00.000000"
